jugador,posicion,seleccion,edad,anio_nacimiento,partidos_jugados,minutos,minutos_por_partido,pct_minutos_equipo,partidos_90,titularidades,minutos_por_titularidad,partidos_completos,apariciones_suplente,minutos_por_sustitucion,suplente_no_utilizado,puntos_por_partido,goles_favor_en_cancha,goles_contra_en_cancha,diferencial,diferencial_por90,diferencial_neto_con_sin,id_jugador,club,goles,asistencias,goles_mas_asistencias,goles_sin_penal,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,goles_por90,asistencias_por90,goles_asist_por90,goles_sin_penal_por90,goles_asist_sin_penal_por90,disparos,disparos_arco,pct_disparos_arco,disparos_por90,disparos_arco_por90,goles_por_disparo,goles_por_disparo_arco,doble_amarilla,faltas_cometidas,faltas_recibidas,offsides,centros,intercepciones,entradas_ganadas,penales_ganados,penales_concedidos,autogoles,goles_recibidos,goles_recibidos_por90,disparos_arco_recibidos,atajadas,pct_atajadas,victorias_portero,empates_portero,derrotas_portero,arco_en_cero,pct_arco_en_cero,penales_enfrentados_portero,penales_recibidos_portero,penales_atajados,penales_fallados_rival,pct_atajadas_penales
Enzo Fernández,MF,Argentina,25,2001,7,659.0,94.0,81.4,7.3,7,94.0,5,0,,1,2.57,14.0,6.0,8.0,1.09,-0.7,5ff4ab71,Chelsea,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.27,0.0,0.27,0.27,0.27,12.0,4.0,33.3,1.64,0.55,0.17,0.5,1.0,12.0,6.0,1.0,5.0,6.0,7.0,,,0.0,,,,,,,,,,,,,,,
Gatito Fernández,GK,Paraguay,38,1988,0,,,,,0,,0,0,,5,,,,,,,9a82f79a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,FWMF,Belgium,21,2005,3,44.0,15.0,7.7,0.5,0,,0,3,15.0,3,1.67,3.0,1.0,2.0,4.09,3.24,0cdb6a2a,Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.14,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Álvaro Fidalgo,MF,Mexico,29,1997,3,96.0,32.0,21.3,1.1,1,65.0,0,2,16.0,2,2.0,2.0,0.0,2.0,1.87,0.6,c705cdc4,Real Betis,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,3.0,2.0,66.7,2.81,1.87,0.33,0.5,0.0,0.0,2.0,0.0,4.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Mark Flekken,GK,Netherlands,33,1993,0,,,,,0,,0,0,,4,,,,,,,a92ab7be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Fletcher,MF,Scotland,19,2007,0,,,,,0,,0,0,,3,,,,,,,81a92add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherel Floranus,DF,Curaçao,27,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,9.0,-8.0,-2.67,,5ad49fbb,Zwolle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,0.0,2.0,0.0,1.0,0.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,
Seko Fofana,MF,Côte d'Ivoire,31,1995,2,92.0,46.0,25.6,1.0,1,76.0,0,1,16.0,2,1.5,0.0,1.0,-1.0,-0.98,-1.65,5313ed43,Porto,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,4.89,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,
Yahia Fofana,GK,Côte d'Ivoire,25,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,5.0,4.0,1.0,0.25,,9d420dad,Rizespor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,4.0,1.0,13.0,9.0,69.2,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,
Deveron Fonville,DF,Curaçao,23,2003,3,241.0,80.0,89.3,2.7,3,80.0,1,0,,0,0.33,1.0,9.0,-8.0,-2.99,-2.99,21932982,NEC Nijmegen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,3.0,0.0,0.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,
Yassin Fortuné,FWMF,Haiti,27,1999,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,0.0,0.0,0.0,0.0,0.0,2.05,ddcc9e22,Vizela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Lyle Foster,FW,South Africa,25,2000,1,55.0,55.0,15.3,0.6,1,55.0,0,0,,3,0.0,0.0,1.0,-1.0,-1.64,-1.34,f84a807c,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Alan Franco,DF,Ecuador,27,1998,4,251.0,63.0,69.7,2.8,4,63.0,0,0,,0,1.0,1.0,3.0,-2.0,-0.72,-0.72,c76b161b,Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,7.0,0.0,0.0,5.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,
Carl Fred Sainté,MF,Haiti,23,2002,0,,,,,0,,0,0,,3,,,,,,,2928c948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Freeman,DF,United States,21,2004,5,374.0,75.0,83.1,4.2,4,90.0,4,1,14.0,0,1.8,9.0,6.0,3.0,0.72,0.72,754f150b,Villarreal,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.24,0.24,0.48,0.24,0.48,4.0,1.0,25.0,0.96,0.24,0.25,1.0,0.0,1.0,1.0,0.0,4.0,7.0,6.0,,,0.0,,,,,,,,,,,,,,,
Matt Freese,GK,United States,27,1998,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,2.25,9.0,5.0,4.0,1.0,2.0,2f49476c,NYCFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,5.0,1.25,13.0,8.0,61.5,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,
Remo Freuler,MF,Switzerland,34,1992,6,592.0,99.0,98.7,6.6,6,99.0,4,0,,0,1.83,10.0,4.0,6.0,0.91,23.41,98d2c2c4,Bologna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.3,0.15,0.0,0.0,0.0,8.0,3.0,1.0,5.0,8.0,5.0,,,0.0,,,,,,,,,,,,,,,
Marco Friedl,DF,Austria,28,1998,1,24.0,24.0,6.7,0.3,0,,0,1,24.0,3,0.0,0.0,1.0,-1.0,-3.75,-3.21,f86ad3f5,Werder Bremen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Toni Fruk,FWMF,Croatia,25,2001,0,,,,,0,,0,0,,4,,,,,,,e030ce13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juriën Gaari,DF,Curaçao,32,1993,2,166.0,83.0,61.5,1.8,2,83.0,1,0,,1,0.5,0.0,2.0,-2.0,-1.08,4.11,bf7a9d1a,Abha,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.08,0.0,0.0,,0.0,4.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Jassem Gaber,MF,Qatar,24,2002,3,149.0,50.0,55.2,1.7,3,50.0,0,0,,0,0.33,1.0,6.0,-5.0,-3.02,-0.79,af9ef8aa,Al Rayyan SC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Cody Gakpo,FW,Netherlands,27,1999,4,368.0,92.0,94.4,4.1,4,92.0,0,0,,0,2.0,11.0,4.0,7.0,1.71,5.8,1971591f,Liverpool,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.73,0.24,0.98,0.73,0.98,10.0,6.0,60.0,2.45,1.47,0.3,0.5,0.0,3.0,3.0,3.0,12.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Matías Galarza,MF,Paraguay,24,2002,4,388.0,97.0,80.8,4.3,4,97.0,2,0,,1,1.25,2.0,2.0,0.0,0.0,2.93,8e97a57b,Atlanta Utd,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.23,0.23,0.46,0.23,0.46,2.0,1.0,50.0,0.46,0.23,0.5,1.0,0.0,10.0,9.0,0.0,4.0,7.0,11.0,,,0.0,,,,,,,,,,,,,,,
Hernán Galíndez,GK,Ecuador,39,1987,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,89c136f6,Huracán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,1.0,13.0,9.0,69.2,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,
Jesús Gallardo,DF,Mexico,31,1994,5,373.0,75.0,82.9,4.1,4,90.0,4,1,13.0,0,2.4,8.0,3.0,5.0,1.21,-1.13,d0846b6c,Toluca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.97,0.0,0.0,,0.0,7.0,3.0,0.0,16.0,7.0,1.0,,,0.0,,,,,,,,,,,,,,,
Ahmed Al-Ganehi,FW,Qatar,25,2000,1,36.0,36.0,13.3,0.4,0,,0,1,36.0,2,0.0,0.0,1.0,-1.0,-2.5,0.19,efcf04d2,Al-Gharafa Sports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Ben Gannon-Doak,MF,Scotland,20,2005,3,186.0,62.0,68.9,2.1,2,78.0,0,1,31.0,0,1.0,1.0,3.0,-2.0,-0.97,0.1,733f1a7d,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.94,0.0,0.0,,0.0,3.0,1.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Eric García,DFMF,Spain,25,2001,1,22.0,22.0,2.9,0.2,0,,0,1,22.0,7,3.0,1.0,0.0,1.0,4.09,2.61,2bed3eab,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Joan García,GK,Spain,25,2001,0,,,,,0,,0,0,,8,,,,,,,87b498b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavi,FW,Spain,21,2004,2,76.0,38.0,10.1,0.8,1,70.0,0,1,6.0,6,2.0,1.0,0.0,1.0,1.18,-0.42,19cae58d,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.18,0.0,0.0,,0.0,2.0,1.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,
Lutsharel Geertruida,DF,Netherlands,25,2000,0,,,,,0,,0,0,,4,,,,,,,242e1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Geria,DF,Australia,33,1993,2,62.0,31.0,15.9,0.7,0,,0,2,31.0,2,1.5,1.0,0.0,1.0,1.45,1.73,cd494a8d,Albirex Niigata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,0.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Khalid Al Ghannam,MF,Saudi Arabia,25,2000,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,1.34,c16843c7,Al-Ettifaq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ismaël Gharbi,MF,Tunisia,22,2004,3,127.0,42.0,47.0,1.4,1,74.0,0,2,27.0,0,0.0,1.0,7.0,-6.0,-4.25,-1.73,5b3cfa12,Augsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.13,0.0,0.0,,0.0,0.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Mehdi Ghayedi,FW,IR Iran,27,1998,1,45.0,45.0,16.7,0.5,0,,0,1,45.0,2,1.0,1.0,1.0,0.0,0.0,0.0,b6c90b4b,Al-Nasr Dubai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Farés Ghedjemis,FWMF,Algeria,23,2002,1,1.0,1.0,0.3,0.0,0,,0,1,1.0,3,1.0,0.0,1.0,-1.0,-90.0,-89.25,14aac43e,Frosinone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Saman Ghoddos,MF,IR Iran,32,1993,3,208.0,69.0,77.0,2.3,3,69.0,0,0,,0,1.0,3.0,3.0,0.0,0.0,0.0,f7b1d4e0,Al-Ittihad Kalba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.73,0.0,0.0,,0.0,3.0,0.0,1.0,1.0,5.0,4.0,,,0.0,,,,,,,,,,,,,,,
Mohammad Ghorbani,MF,IR Iran,25,2001,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,1.0,1.0,1.0,0.0,0.0,0.0,4a078e18,Al-Wahda FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,
Lee Gi-hyuk,DF,Korea Republic,25,2000,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,2.0,3.0,-1.0,-0.33,,18c8c3c7,Gangwon FC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,1.0,0.0,2.0,5.0,4.0,,,0.0,,,,,,,,,,,,,,,
Armin Gigovic,MF,Bosnia–Herz,24,2002,2,79.0,40.0,21.9,0.9,1,50.0,0,1,29.0,2,0.5,0.0,2.0,-2.0,-2.28,-1.96,d0a0858e,Young Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,
Orlando Gill,GK,Paraguay,26,2000,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.0,3.0,6.0,-3.0,-0.56,,0d425331,San Lorenzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,6.0,1.13,29.0,23.0,79.3,1.0,2.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0
Santiago Giménez,FW,Mexico,25,2001,4,86.0,22.0,19.1,1.0,0,,0,4,22.0,1,2.25,2.0,0.0,2.0,2.09,0.86,37337aea,Milan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.09,1.05,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Aníbal Godoy,MF,Panama,36,1990,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,0.0,0.0,1.0,-1.0,-90.0,-89.0,2d496ca3,San Diego FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Andrés Gómez,MF,Colombia,23,2002,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,4,3.0,1.0,0.0,1.0,90.0,89.44,76a82373,Vasco da Gama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,
Diego Gómez,MF,Paraguay,23,2003,4,304.0,76.0,63.3,3.4,4,76.0,0,0,,0,1.0,2.0,4.0,-2.0,-0.59,-0.08,916728da,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.78,0.0,0.0,,0.0,5.0,1.0,0.0,1.0,9.0,6.0,,,0.0,,,,,,,,,,,,,,,
Gustavo Gómez,DF,Paraguay,33,1993,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.0,3.0,6.0,-3.0,-0.56,,d5ce52a5,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.37,0.0,0.0,,0.0,3.0,2.0,1.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,
Armando González,FW,Mexico,23,2003,1,15.0,15.0,3.3,0.2,0,,0,1,15.0,4,3.0,0.0,0.0,0.0,0.0,-1.45,1278bc9a,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Nicolás González,MF,Argentina,28,1998,7,259.0,37.0,32.0,2.9,1,45.0,0,6,36.0,1,2.57,12.0,2.0,10.0,3.47,3.31,2374aaca,Atlético Madrid,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,7.0,1.0,14.3,2.43,0.35,0.0,0.0,0.0,4.0,3.0,2.0,6.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,
Owen Goodman,GK,Canada,22,2003,0,,,,,0,,0,0,,5,,,,,,,8074e66f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gordon,MF,England,25,2001,6,396.0,66.0,52.8,4.4,5,73.0,1,1,30.0,2,2.17,10.0,5.0,5.0,1.14,0.37,2bd83368,Barcelona,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.23,0.68,0.91,0.23,0.91,6.0,4.0,66.7,1.36,0.91,0.17,0.25,0.0,4.0,10.0,0.0,8.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,
Craig Gordon,GK,Scotland,43,1982,0,,,,,0,,0,0,,3,,,,,,,b15780e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Goretzka,MF,Germany,31,1995,3,99.0,33.0,25.4,1.1,0,,0,3,33.0,1,2.33,4.0,0.0,4.0,3.64,3.02,cc86b9a3,Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.82,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,
Kenji Gorré,FWMF,Curaçao,31,1994,1,16.0,16.0,5.9,0.2,0,,0,1,16.0,2,1.0,0.0,0.0,0.0,0.0,2.83,52d1a4c6,Maccabi Haifa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Ricardo Goss,GK,South Africa,32,1994,0,,,,,0,,0,0,,4,,,,,,,707d1d95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keisuke Gotō,FW,Japan,21,2005,1,7.0,7.0,1.9,0.1,0,,0,1,7.0,3,3.0,0.0,0.0,0.0,0.0,-0.76,82a2ca86,Sint-Truiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Amine Gouiri,FW,Algeria,26,2000,4,251.0,63.0,69.7,2.8,3,73.0,0,1,33.0,0,1.0,4.0,5.0,-1.0,-0.36,2.12,aad56ca3,Marseille,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,3.0,2.0,66.7,1.08,0.72,0.33,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Ryan Gravenberch,MF,Netherlands,24,2002,4,345.0,86.0,88.5,3.8,4,86.0,2,0,,0,2.0,11.0,3.0,8.0,2.09,6.09,b8e740fb,Liverpool,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,5.0,0.0,0.0,1.3,0.0,0.0,,0.0,5.0,3.0,0.0,4.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,
Michael Gregoritsch,FW,Austria,32,1994,3,188.0,63.0,52.2,2.1,2,72.0,0,1,45.0,1,0.33,2.0,4.0,-2.0,-0.96,-0.43,8e235926,Augsburg,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,1.0,0.0,0.0,0.48,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Florian Grillitsch,DFMF,Austria,30,1995,2,90.0,45.0,25.0,1.0,0,,0,2,45.0,2,0.5,2.0,4.0,-2.0,-2.0,-1.67,ffbbc83b,Braga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,3.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,
Álex Grimaldo,DFMF,Spain,30,1995,0,,,,,0,,0,0,,8,,,,,,,b1f4086c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascal Groß,DFMF,Germany,34,1991,1,18.0,18.0,4.6,0.2,0,,0,1,18.0,3,0.0,0.0,1.0,-1.0,-5.0,-6.69,8aec0537,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,
Gabriel Gudmundsson,MFDF,Sweden,27,1999,4,330.0,83.0,91.7,3.7,4,83.0,1,0,,0,1.0,5.0,10.0,-5.0,-1.36,-7.36,d5d22a58,Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,5.0,7.0,0.0,4.0,5.0,3.0,,,0.0,,,,,,,,,,,,,,,
Cho Gue-sung,FW,Korea Republic,28,1998,2,31.0,16.0,11.5,0.3,0,,0,2,16.0,1,0.0,0.0,0.0,0.0,0.0,0.38,ccfa8e5e,Midtjylland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,5.81,2.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Gonçalo Guedes,FWMF,Portugal,29,1996,0,,,,,0,,0,0,,5,,,,,,,e6bc67d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Guéhi,DF,England,25,2000,8,663.0,83.0,88.4,7.4,7,94.0,6,1,4.0,0,2.38,15.0,9.0,6.0,0.81,-1.25,d0706b27,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,,0.0,4.0,13.0,0.0,0.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,
Evann Guessand,FWMF,Côte d'Ivoire,24,2001,2,17.0,9.0,4.7,0.2,0,,0,2,9.0,2,0.0,0.0,1.0,-1.0,-5.29,-5.82,b73f17f8,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.29,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
Idrissa Gueye,MF,Senegal,36,1989,4,361.0,90.0,92.6,4.0,4,90.0,2,0,,0,0.75,9.0,7.0,2.0,0.5,3.6,72c812f3,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.25,0.25,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,
